sample,suction_amp_kpa,cyclic_amp,final_plastic_strain_index,stiffness_loss_pct,final_hydraulic_damage,final_seismic_damage,parameter_set,pc0_kpa
1301,109.63938557883381,0.21589938233822978,0.0063308625496215154,18.922731473879562,0.2,0.015490310754251498,baseline_params_with_input_perturbation,120.0
1302,105.95007647506822,0.19366061410575894,0.0041506142394396135,18.286519916317843,0.2,0.0077648846981448714,baseline_params_with_input_perturbation,120.0
1303,103.69712975852245,0.21299134474614734,0.005846939551551666,18.784367777787747,0.2,0.013810180158850865,baseline_params_with_input_perturbation,120.0
1304,102.3503020561433,0.2064849445016598,0.005153144562826112,18.580597565404013,0.2,0.011335827579905613,baseline_params_with_input_perturbation,120.0
1305,100.12351755189073,0.19368765910444177,0.004042187771315433,18.251157693883467,0.2,0.007335486282870421,baseline_params_with_input_perturbation,120.0
1306,90.28926149604854,0.18303275049246445,0.0031667365574738334,17.98571991830753,0.2,0.00411231329373422,baseline_params_with_input_perturbation,120.0
1307,97.6939360484875,0.19406988370955555,0.0040066511994024025,18.242886644130675,0.2,0.007235052107300769,baseline_params_with_input_perturbation,120.0
1308,102.50823221558112,0.21045827580401535,0.005549163903104471,18.696814394321095,0.2,0.012747031931041647,baseline_params_with_input_perturbation,120.0
1309,108.15078217871519,0.18890773796701416,0.0038519199885915243,18.197017946298487,0.2,0.00667807506219573,baseline_params_with_input_perturbation,120.0
1310,101.2771051382851,0.2094499345688405,0.005412847499292606,18.656702231288936,0.2,0.012259955665651084,baseline_params_with_input_perturbation,120.0
1311,106.36903951373245,0.1979486980964412,0.004492088039507845,18.38784900745307,0.2,0.008995309376215503,baseline_params_with_input_perturbation,120.0
1312,103.42221366507364,0.19039764896220532,0.003877373201376386,18.20295386296229,0.2,0.006750154050255952,baseline_params_with_input_perturbation,120.0
1313,94.24694189317839,0.2184020464653146,0.006092181824544872,18.865354055569984,0.2,0.01479358496049263,baseline_params_with_input_perturbation,120.0
1314,109.20485608650006,0.18637914437905448,0.0037024779962487545,18.151591393204104,0.2,0.0061264669174778096,baseline_params_with_input_perturbation,120.0
1315,90.75056160818053,0.21713500345173156,0.005784128249864457,18.77799241008796,0.2,0.013732764979639626,baseline_params_with_input_perturbation,120.0
1316,100.30740664017617,0.19321778624113983,0.004012801933018596,18.242336752410303,0.2,0.007228374850696172,baseline_params_with_input_perturbation,120.0
1317,108.18562639274347,0.20000034374207815,0.004701356952692572,18.448885596308973,0.2,0.009736467955180027,baseline_params_with_input_perturbation,120.0
1318,108.33873237408955,0.20809920338336974,0.005451463684342225,18.669310355605063,0.2,0.012413054318061102,baseline_params_with_input_perturbation,120.0
1319,93.65341959905234,0.21981735367164626,0.006224738689535383,18.90480300497588,0.2,0.015272607917564048,baseline_params_with_input_perturbation,120.0
1320,94.1095895714765,0.189866874816634,0.0036367079237011727,18.131794382560884,0.2,0.005886074645382067,baseline_params_with_input_perturbation,120.0
1321,105.33091117168397,0.1887826567316875,0.003799097269818063,18.18092689930957,0.2,0.006482683777330108,baseline_params_with_input_perturbation,120.0
1322,100.02837016093491,0.18320711138988385,0.003380388064846837,18.050545566060393,0.2,0.004899481873590336,baseline_params_with_input_perturbation,120.0
1323,106.82228176574289,0.20645655647528788,0.0052535917555523465,18.61224895764969,0.2,0.01172016591431705,baseline_params_with_input_perturbation,120.0
1324,94.63143225245723,0.19727558571324197,0.00415131560613027,18.287859835601918,0.2,0.007781155146594536,baseline_params_with_input_perturbation,120.0
1325,105.50966784701986,0.19583609527400672,0.0043079669791249555,18.333078429038242,0.2,0.008330238066892447,baseline_params_with_input_perturbation,120.0
1326,109.73920820424898,0.19384522205626314,0.004232032467996603,18.309982137180235,0.2,0.008049783094330975,baseline_params_with_input_perturbation,120.0
1327,105.94074972536349,0.18247333810353983,0.003423209974983505,18.066462730657406,0.2,0.005092761729411039,baseline_params_with_input_perturbation,120.0
1328,94.22919701871028,0.21647081121520184,0.005877190378673373,18.802568913928553,0.2,0.014031193954846458,baseline_params_with_input_perturbation,120.0
1329,91.07789734139135,0.21765014320094023,0.00585769968587265,18.799073451928916,0.2,0.013988749059136841,baseline_params_with_input_perturbation,120.0
1330,107.71813093106115,0.19463816424536054,0.004256367675046683,18.31790052627965,0.2,0.008145934961966859,baseline_params_with_input_perturbation,120.0
1331,91.83248062613342,0.21126703697063698,0.005236821006991988,18.614608075550265,0.2,0.011748812345967276,baseline_params_with_input_perturbation,120.0
1332,105.32491102674283,0.2165885792880715,0.006289492316983983,18.913869094581237,0.2,0.015382696148486523,baseline_params_with_input_perturbation,120.0
1333,95.0859270745858,0.21039700741822165,0.0052855128223440444,18.62727049151365,0.2,0.011902570254094223,baseline_params_with_input_perturbation,120.0
1334,99.30610636305427,0.1958764308676035,0.004181408226422336,18.293426238233067,0.2,0.007848747178544328,baseline_params_with_input_perturbation,120.0
1335,102.93569601460923,0.18031408358838852,0.0032689454738699312,18.01678965247263,0.2,0.004489588637167534,baseline_params_with_input_perturbation,120.0
1336,106.61473865248001,0.18759485618809105,0.0037411609279361232,18.163877659104543,0.2,0.006275657289126155,baseline_params_with_input_perturbation,120.0
1337,94.863756675145,0.21453742705422726,0.005697786928909336,18.749239465318045,0.2,0.013383622078861663,baseline_params_with_input_perturbation,120.0
1338,109.25693285910185,0.2162960433279479,0.006366000364979923,18.9333425908765,0.2,0.01561916003207155,baseline_params_with_input_perturbation,120.0
1339,95.40687484735105,0.2040115132168524,0.004709859187638687,18.455713023135402,0.2,0.00981937242378664,baseline_params_with_input_perturbation,120.0
1340,93.4459046273999,0.19756347126412974,0.004134962286356358,18.283144009392682,0.2,0.0077238915426254065,baseline_params_with_input_perturbation,120.0
1341,98.58073317393638,0.21669536580640464,0.0060851850078675026,18.857026231766348,0.2,0.014692461385733976,baseline_params_with_input_perturbation,120.0
1342,95.22361981582345,0.18099620814529405,0.003175406025837858,17.988859900816234,0.2,0.004150441652768563,baseline_params_with_input_perturbation,120.0
1343,103.2301766772794,0.19147510007758506,0.003948164438192339,18.224020048473697,0.2,0.007005957731466014,baseline_params_with_input_perturbation,120.0
1344,101.58249936541716,0.20584174082861784,0.005072728083722203,18.556762419840243,0.2,0.011046400812345291,baseline_params_with_input_perturbation,120.0
1345,106.91946663370877,0.1976300511496443,0.0044772628054324665,18.383424780780576,0.2,0.008941586623763608,baseline_params_with_input_perturbation,120.0
1346,95.36701793963408,0.21557053212368152,0.005829342600975121,18.78731486037636,0.2,0.013845966161712473,baseline_params_with_input_perturbation,120.0
1347,105.97941779420461,0.1935610865480766,0.0041437763894958705,18.284487768050973,0.2,0.007740208612047411,baseline_params_with_input_perturbation,120.0
1348,101.12955109890393,0.18232874617801703,0.003350848399091643,18.04129606309267,0.2,0.004787166480410703,baseline_params_with_input_perturbation,120.0
1349,104.17104105562439,0.20267803309381016,0.004847480122871456,18.491736594012476,0.2,0.010256801498722648,baseline_params_with_input_perturbation,120.0
1350,104.83754250415278,0.20172304325073626,0.004778148229151049,18.47173000930158,0.2,0.01001386439866159,baseline_params_with_input_perturbation,120.0
1351,99.49722330566445,0.20978677928621825,0.005388561262743219,18.65147747426019,0.2,0.01219651218744495,baseline_params_with_input_perturbation,120.0
1352,98.91064322911862,0.18752170650669064,0.003606350150742869,18.12079076138945,0.2,0.005752459245443003,baseline_params_with_input_perturbation,120.0
